id,work_id,number,sort_number,sc_count,title,prev_episode_id,aasm_state,fetch_syobocal,raw_number
3590,792,#08,8,,あとは、沈黙。,3589,published,false,
3591,792,#09,9,,楽園の果実,3590,published,false,
3592,792,#10,10,,メトセラの遊戯,3591,published,false,
3593,792,#11,11,,聖者の晩餐,3592,published,false,
3594,792,#12,12,,Devil's Crossroad,3593,published,false,
3595,792,#13,13,,深淵からの招待,3594,published,false,
3596,792,#14,14,,甘い毒,3595,published,false,
3597,792,#15,15,,硫黄降る街,3596,published,false,
3598,792,#16,16,,裁きの門,3597,published,false,
3599,792,#17,17,,鉄の腸 (はらわた),3598,published,false,
3600,792,#18,18,,水に書いた約束,3599,published,false,
3601,792,#19,19,,透明な影,3600,published,false,
3602,792,#20,20,,正義の在処,3601,published,false,
3603,792,#21,21,,血の褒賞,3602,published,false,
3604,792,#22,22,,完璧な世界,3603,published,false,
3491,3699,,1,,劇場版 魔法少女まどか☆マギカ [新編] 叛逆の物語,,published,false,
7943,3740,"",1,,もののけ姫,,published,false,
65472,4541,#01,10,1,僕らには関係ない話,,published,true,1
67486,4541,#02,20,2,何でこんなことになったんだ。僕は悪くないのに,65472,published,true,2
68315,4541,#03,30,3,もうダメじゃないかな？,67486,published,true,3
69561,4541,#04,40,4,君は黒い幽霊を見たことがあるか？,68315,published,true,4
69562,4541,#05,50,5,いざとなったら助けを求める最低なクズ,69561,published,true,5
73008,4541,#06,60,6,君もブチ殺してやる,69562,published,true,6
73137,4541,#07,70,7,そして必ず隠蔽する,73008,published,true,7
73239,4541,#08,80,8,衝戟に備えろ,73137,published,true,8
73352,4541,#09,90,9,待て、もう一度話し合おう,73239,published,true,9
73517,4541,#10,100,10,発生と同時に崩壊が始まっている,73352,published,true,10
73667,4541,#11,110,11,さあ、ショウタイムだ,73517,published,true,11
74649,4541,#12,120,12,いやあ、疲れたね,73667,published,true,12
74775,4541,#13,130,13,佐藤さん、あんたのせいでメチャクチャだ,74649,published,true,13
6548,338,第1話,1,,俺が妹と恋をするわけがない,,published,false,
6549,338,第2話,2,,俺が妹とオフ会に行くわけがない,6548,published,false,
6550,338,第3話,3,,俺の妹がこんなに可愛いわけがない,6549,published,false,
6551,338,第4話,4,,俺の妹が夏コミとか行くわけがない,6550,published,false,
6552,338,第5話,5,,俺の妹の親友がこんなに××なわけがない,6551,published,false,
6553,338,第6話,6,,俺の幼馴染がこんなに可愛いわけがない,6552,published,false,
6554,338,第7話,7,,俺の妹がこんなに小説家なわけがない,6553,published,false,
6555,338,第8話,8,,俺の妹がこんなにアニメ化なわけがない,6554,published,false,
6556,338,第9話,9,,俺の妹がこんなにエロゲー三昧なわけがない,6555,published,false,
6557,338,第10話,10,,俺の妹がこんなにコスプレなわけがない,6556,published,false,
6558,338,第11話,11,,俺の妹がこんなにメイドなわけがない,6557,published,false,
6559,338,第12話 (GOOD END),12,,俺の妹の人生相談がこれで終わるわけがない GOOD END,6558,published,false,
6560,338,第12話 (TRUE ROUTE),13,,俺の妹の人生相談がこれで終わるわけがない TRUE ROUTE,6559,published,false,
6561,338,第13話,14,,俺の後輩がこんなに腐ってるわけがない,6560,published,false,
6562,338,第14話,15,,俺の後輩がこんなに可愛いわけがない,6561,published,false,
6563,338,第15話,16,,俺の妹がこれで最終回なわけがない,6562,published,false,
65467,4587,第1話,10,,こよみストーン,,published,false,
67194,4587,第2話,20,,こよみフラワー,65467,published,false,
68310,4587,第3話,30,,こよみサンド,67194,published,false,
69485,4587,第4話,40,,こよみウォーター,68310,published,false,
72093,4587,第5話,50,,こよみウインド,69485,published,false,
73092,4587,第6話,60,,こよみツリー,72093,published,false,
73205,4587,第7話,70,,こよみティー,73092,published,false,
73303,4587,第8話,80,,こよみマウンテン,73205,published,false,
73475,4587,第9話,90,,こよみトーラス,73303,published,false,
73570,4587,第10話,100,,こよみシード,73475,published,false,
74613,4587,第11話,110,,こよみナッシング,73570,published,false,
74684,4587,第12話,120,,こよみデッド,74613,published,false,
2803,2252,第懇話,1,,猫物語(白) つばさタイガー 其ノ壹,,published,false,
2804,2252,第懇話,2,,猫物語(白) つばさタイガー 其ノ貳,2803,published,false,
2805,2252,第懇話,3,,猫物語(白) つばさタイガー 其ノ參,2804,published,false,
2806,2252,第懇話,4,,猫物語(白) つばさタイガー 其ノ肆,2805,published,false,
2807,2252,第懇話,5,,猫物語(白) つばさタイガー 其ノ伍,2806,published,false,
2808,2252,第禁話,6,,猫物語(黒) 総集篇I,2807,published,false,
2809,2252,第閑話,7,,傾物語 まよいキョンシー 其ノ壹,2808,published,false,
2810,2252,第閑話,8,,傾物語 まよいキョンシー 其ノ貳,2809,published,false,
2811,2252,第閑話,9,,傾物語 まよいキョンシー 其ノ參,2810,published,false,
2812,2252,第閑話,10,,傾物語 まよいキョンシー 其ノ肆,2811,published,false,
2813,2252,#11,11,,化物語 総集篇II,2812,published,false,
2814,2252,第亂話,12,,囮物語 なでこメドゥーサ 其ノ壹,2813,published,false,
2815,2252,第亂話,13,,囮物語 なでこメドゥーサ 其ノ貳,2814,published,false,
2816,2252,第亂話,14,,囮物語 なでこメドゥーサ 其ノ參,2815,published,false,
2817,2252,第亂話,15,,囮物語 なでこメドゥーサ 其ノ肆,2816,published,false,
2818,2252,#16,16,,化物語&偽物語 総集篇III,2817,published,false,
2819,2252,第忍話,17,,鬼物語 しのぶタイム 其ノ壹,2818,published,false,
2820,2252,第忍話,18,,鬼物語 しのぶタイム 其ノ貳,2819,published,false,
2821,2252,第忍話,19,,鬼物語 しのぶタイム 其ノ參,2820,published,false,
2822,2252,第忍話,20,,鬼物語 しのぶタイム 其ノ肆,2821,published,false,
2823,2252,第恋話,21,,恋物語 ひたぎエンド 其ノ壹,2822,published,false,
2824,2252,第恋話,22,,恋物語 ひたぎエンド 其ノ貳,2823,published,false,
2825,2252,第恋話,23,,恋物語 ひたぎエンド 其ノ參,2824,published,false,
2826,2252,第恋話,24,,恋物語 ひたぎエンド 其ノ肆,2825,published,false,
2827,2252,第恋話,25,,恋物語 ひたぎエンド 其ノ伍,2826,published,false,
2828,2252,第恋話,26,,恋物語 ひたぎエンド 其ノ陸,2827,published,false,
10364,2252,第變話,27,,花物語 するがデビル 其ノ壹,2828,published,false,
10365,2252,第變話,28,,花物語 するがデビル 其ノ貳,10364,published,false,
10366,2252,第變話,29,,花物語 するがデビル 其ノ參,10365,published,false,
10367,2252,第變話,30,,花物語 するがデビル 其ノ肆,10366,published,false,
10368,2252,第變話,31,,花物語 するがデビル 其ノ伍,10367,published,false,
18278,4361,#13,10,13,決別の刻,,published,false,13
18417,4361,#14,20,14,コルキスの王女,18278,published,false,14
18544,4361,#15,30,15,神話の対決,18417,published,false,15
18636,4361,#16,40,16,冬の日、願いの形(かたち),18544,published,false,16
19110,4361,#17,50,17,暗剣、牙を剥く,18636,published,false,17
19225,4361,#18,60,18,その縁は始まりに,19110,published,false,18
19404,4361,#19,70,19,理想の末路(こたえ),19225,published,false,19
19491,4361,#20,80,20,Unlimited Blade Works.,19404,published,false,20
19720,4361,#21,90,21,answer,19491,published,false,21
19859,4361,#22,100,22,冬の日、遠い家路,19720,published,false,22
19978,4361,#23,110,23,顕現,19859,published,false,23
20085,4361,#24,120,24,無限の剣製,19978,published,false,24
20359,4361,#25,130,25,エピローグ,20085,published,false,25
8315,4089,創刊号,1,1,その恋は、少女漫画化されてゆく。,,published,false,1
8441,4089,第二号,2,2,新(ニュー)ヒロインをよろしくね♪,8315,published,false,2
8856,4089,第三号,3,3,バイオレンスVSプリンス,8441,published,false,3
9365,4089,第四号,4,4,男には、戦わねばならない、時がある。,8856,published,false,4
9570,4089,第五号,5,5,恋を「思い」「描く」男子。,9365,published,false,5
9817,4089,第六号,6,6,魔法をかけて、あ・げ・る♡,9570,published,false,6
9935,4089,第七号,7,7,マンガ家脳野崎くん,9817,published,false,7
10405,4089,第八号,8,8,学園の王子様(女子)の悩み,9935,published,false,8
10536,4089,第九号,9,9,ドキドキ、たりてる？,10405,published,false,9
10783,4089,第十号,10,10,強まるのは、絆と手綱。,10536,published,false,10
10867,4089,第十一号,11,11,米しよっ♡,10783,published,false,11
11092,4089,最終号,12,12,この気持ちが恋じゃないなら、きっと世界に恋はない。,10867,published,false,12
6084,1420,#1,1,,超電磁砲（レールガン）,,published,false,
6085,1420,#2,2,,寿命中断（クリティカル）,6084,published,false,
6086,1420,#3,3,,超電磁砲量産計画（レディオノイズけいかく）,6085,published,false,
6087,1420,#4,4,,妹達（シスターズ）,6086,published,false,
6088,1420,#5,5,,絶対能力進化計画（レベル6シフトけいかく）,6087,published,false,
6089,1420,#6,6,,あたし…みんなのこと見えてるから,6088,published,false,
6090,1420,#7,7,,お姉さまの力になりたいですの,6089,published,false,
6091,1420,#8,8,,Item（アイテム）,6090,published,false,
6092,1420,#9,9,,能力追跡（AIMストーカー）,6091,published,false,
6093,1420,#10,10,,原子崩し（メルトダウナー）,6092,published,false,
6094,1420,#11,11,,自動販売機,6093,published,false,
6095,1420,#12,12,,樹形図の設計者（ツリーダイアグラム）,6094,published,false,
6096,1420,#13,13,,一方通行（アクセラレータ）,6095,published,false,
6097,1420,#14,14,,約束,6096,published,false,
6098,1420,#15,15,,最弱（かみじょうとうま）,6097,published,false,
6099,1420,#16,16,,姉妹,6098,published,false,
6100,1420,#17,17,,勉強会,6099,published,false,
6101,1420,#18,18,,お引越し,6100,published,false,
6102,1420,#19,19,,学園都市研究発表会,6101,published,false,
6103,1420,#20,20,,フェブリ,6102,published,false,
6104,1420,#21,21,,闇,6103,published,false,
6105,1420,#22,22,,STUDY,6104,published,false,
6106,1420,#23,23,,革命未明（Silent Party）,6105,published,false,
6107,1420,#24,24,,Eternal Party,6106,published,false,
6564,1276,Episode I,1,,邂逅の…邪王真眼,,published,false,
6565,1276,Episode II,2,,旋律の…聖調理人（プリーステス）,6564,published,false,
6566,1276,Episode III,3,,異端なる…双尾娘（ツインテール）,6565,published,false,
6567,1276,Episode IV,4,,痛恨の…闇聖典（マビノギオン）,6566,published,false,
6568,1276,Episode V,5,,束縛の…十字架（ハード・スタディ）,6567,published,false,
6569,1276,Episode VI,6,,贖罪の…救世主（イノセント）,6568,published,false,
6570,1276,Episode VII,7,,追憶の…楽園喪失（パラダイス・ロスト）,6569,published,false,
6571,1276,Episode VIII,8,,二人だけの…逃避行（エグザイル）,6570,published,false,
6572,1276,Episode IX,9,,混沌の…初恋煩（カオス・ハート）,6571,published,false,
6573,1276,Episode X,10,,聖母の…弁当箱（パンドラズ・ボックス）,6572,published,false,
6574,1276,Episode XI,11,,片翼の堕天使（フォーリン・エンジェル）,6573,published,false,
6575,1276,Last Episode,12,,終天の契約（エターナル・エンゲージ）,6574,published,false,
6576,1276,Extra Episode,13,,煌めきの…聖爆誕祭（スラップスティック・ノエル）,6575,published,false,
7279,1422,#01,1,,学園都市,,published,false,
7280,1422,#02,2,,魔女狩りの王（イノケンティウス）,7279,published,false,
7281,1422,#03,3,,必要悪の教会（ネセサリウス）,7280,published,false,
7282,1422,#04,4,,完全記憶能力,7281,published,false,
7283,1422,#05,5,,十二時（リミット）,7282,published,false,
7284,1422,#06,6,,幻想殺し（イマジンブレイカー）,7283,published,false,
7285,1422,#07,7,,三沢塾（かがくすうはい）,7284,published,false,
7286,1422,#08,8,,黄金錬成（アルス＝マグナ）,7285,published,false,
7287,1422,#09,9,,吸血殺し（ディープブラッド）,7286,published,false,
7288,1422,#10,10,,お姉様（みさかみこと）,7287,published,false,
7289,1422,#11,11,,妹達（シスターズ）,7288,published,false,
7290,1422,#12,12,,絶対能力（レベル6）,7289,published,false,
7291,1422,#13,13,,一方通行（アクセラレータ）,7290,published,false,
7292,1422,#14,14,,最強VS最弱,7291,published,false,
7293,1422,#15,15,,御使堕し（エンゼルフォール）,7292,published,false,
7294,1422,#16,16,,父親（かみじょうとうや）,7293,published,false,
7295,1422,#17,17,,大天使（かみのちから）,7294,published,false,
7296,1422,#18,18,,偽者（レプリカ）,7295,published,false,
7297,1422,#19,19,,打ち止め（ラストオーダー）,7296,published,false,
7298,1422,#20,20,,最終信号（ウィルス・コード）,7297,published,false,
7299,1422,#21,21,,正体不明（カウンターストップ）,7298,published,false,
7300,1422,#22,22,,石像（ゴーレム）,7299,published,false,
7301,1422,#23,23,,風斬氷華（トモダチ）,7300,published,false,
7302,1422,#24,24,,虚数学区・五行機関,7301,published,false,
16293,3701,,10,,魔女の宅急便,,published,false,
5019,3989,第1話,1,,素人《ビギナー》,,published,false,
5268,3989,第2話,2,,挑戦者《チャレンジャー》,5019,published,false,
5335,3989,第3話,3,,熟練者《エキスパート》,5268,published,false,
5403,3989,第4話,4,,国王《グランド・マスター》,5335,published,false,
5549,3989,第5話,5,,駒並べ《ウィークスクエア》,5403,published,false,
5635,3989,第6話,6,,一手《インタレスティング》,5549,published,false,
5716,3989,第7話,7,,死に手《サクリファイス》,5635,published,false,
5778,3989,第8話,8,,起死回生《フェイクエンド》,5716,published,false,
5932,3989,第9話,9,,解離法《スカイ・ウォーク》,5778,published,false,
6303,3989,第10話,10,,指向法《ブルー・ローズ》,5932,published,false,
6905,3989,第11話,11,,誘導法《キリング・ジャイアント》,6303,published,false,
7226,3989,第12話,12,,収束法《ルール・ナンバー・10》,6905,published,false,
14119,4164,#01,10,1,モノトーン・カラフル,,published,false,1
14218,4164,#02,20,2,友人A,14119,published,false,2
14309,4164,#03,30,3,春の中,14218,published,false,3
14403,4164,#04,40,4,旅立ち,14309,published,false,4
14485,4164,#05,50,5,どんてんもよう,14403,published,false,5
14584,4164,#06,60,6,帰り道,14485,published,false,6
14686,4164,#07,70,7,カゲささやく,14584,published,false,7
14829,4164,#08,80,8,響け,14686,published,false,8
14983,4164,#09,90,9,共鳴,14829,published,false,9
15126,4164,#10,100,10,君といた景色,14983,published,false,10
15280,4164,#11,110,11,命の灯,15126,published,false,11
15722,4164,#12,120,12,トゥインクル リトルスター,15280,published,false,12
15804,4164,#13,130,13,愛の悲しみ,15722,published,false,13
15929,4164,#14,140,14,足跡,15804,published,false,14
16056,4164,#15,150,15,うそつき,15929,published,false,15
16160,4164,#16,160,16,似たもの同士,16056,published,false,16
16363,4164,#17,170,17,トワイライト,16160,published,false,17
16644,4164,#18,180,18,心重ねる,16363,published,false,18
16916,4164,#19,190,19,さよならヒーロー,16644,published,false,19
17201,4164,#20,200,20,手と手,16916,published,false,20
17434,4164,#21,210,21,雪,17201,published,false,21
17540,4164,#22,220,22,春風,17434,published,false,22
65396,4314,第一話,10,1,与太郎放浪篇,,published,true,1
65473,4314,第二話,20,2,,65396,published,true,2
67487,4314,第三話,30,3,,65473,published,true,3
68316,4314,第四話,40,4,,67487,published,true,4
69540,4314,第五話,50,5,,68316,published,true,5
71808,4314,第六話,60,6,,69540,published,true,6
73005,4314,第七話,70,7,,71808,published,true,7
73138,4314,第八話,80,8,,73005,published,true,8
73240,4314,第九話,90,9,,73138,published,true,9
73353,4314,第十話,100,10,,73240,published,true,10
73515,4314,第十一話,110,11,,73353,published,true,11
73697,4314,第十二話,120,12,,73515,published,true,12
74654,4314,第十三話,130,13,,73697,published,true,13
18246,4244,第1話,10,1,何故、彼らが奉仕部に来たのか誰も知らない。,,published,false,1
18386,4244,第2話,20,2,彼と彼女の告白は誰にも届かない。,18246,published,false,2
18488,4244,第3話,30,3,静かに、雪ノ下雪乃は決意する。,18386,published,false,3
18607,4244,第4話,40,4,そして、由比ヶ浜結衣は宣言する。,18488,published,false,4
18769,4244,第5話,50,5,その部屋には、紅茶の香りはもうしない。,18607,published,false,5
19190,4244,第6話,60,6,つつがなく、会議は踊り、されど進まず。,18769,published,false,6
19371,4244,第7話,70,7,されど、その部屋は終わらぬ日常を演じ続ける。,19190,published,false,7
19460,4244,第8話,80,8,それでも、比企谷八幡は。,19371,published,false,8
19576,4244,第9話,90,9,そして、雪ノ下雪乃は。,19460,published,false,9
19800,4244,第10話,100,10,それぞれの、掌の中の灯が照らすものは。,19576,published,false,10
19918,4244,第11話,110,11,いつでも、葉山隼人は期待に応えている。,19800,published,false,11
20037,4244,第12話,120,12,未だ、彼の求める答えには手が届かず、本物はまちがい続ける。,19918,published,false,12
20335,4244,第13話,130,13,春は、降り積もる雪の下にて結われ、芽吹き始める。,20037,published,false,13
6236,3179,"",1,,ヱヴァンゲリヲン 新劇場版：Q,,published,false,
3038,515,第一話,1,1,あざみのごとく棘あれば,,published,false,1
3039,515,第二話,2,2,気絶するほど悩ましい,3038,published,false,2
3040,515,第三話,3,3,純潔,3039,published,false,3
3041,515,第四話,4,4,とても不幸な朝が来た,3040,published,false,4
3042,515,第五話,5,5,銃爪（ヒキガネ）,3041,published,false,5
3043,515,第六話,6,6,気分次第で責めないで,3042,published,false,6
3044,515,第七話,7,7,憎みきれないろくでなし,3043,published,false,7
3045,515,第八話,8,8,俺の涙は俺が拭く,3044,published,false,8
3046,515,第九話,9,9,チャンスは一度,3045,published,false,9
3047,515,第十話,10,10,あなたを・もっと・知りたくて,3046,published,false,10
3048,515,第十一話,11,11,可愛い女と呼ばないで,3047,published,false,11
3049,515,第十二話,12,12,悲しみにつばをかけろ,3048,published,false,12
3050,515,第十三話,13,13,君に薔薇薔薇…という感じ,3049,published,false,13
3051,515,第十四話,14,14,急げ風のように,3050,published,false,14
3052,515,第十五話,15,15,どうにもとまらない,3051,published,false,15
3053,515,第十六話,16,16,女はそれを我慢できない,3052,published,false,16
3054,515,第十七話,17,17,何故にお前は,3053,published,false,17
3055,515,第十八話,18,18,夜へ急ぐ人,3054,published,false,18
3056,515,第十九話,19,19,たどりついたらいつも雨ふり,3055,published,false,19
3057,515,第二十話,20,20,とおく群衆を離れて,3056,published,false,20
3058,515,第二十一話,21,21,未完成,3057,published,false,21
3312,515,第二十二話,22,22,唇よ、熱く君を語れ,3058,published,false,22
4076,515,第二十三話,23,23,イミテイション・ゴールド,3312,published,false,23
4900,515,第二十四話,24,24,果てしなき闇の彼方に,4076,published,false,24
77641,515,第二十五話,250,25,さよならをもう一度,4900,published,true,25
20424,4304,第1話,10,1,自衛隊、異世界へ行く,,published,false,1
20542,4304,第2話,20,2,二つの軍勢,20424,published,false,2
20654,4304,第3話,30,3,炎龍,20542,published,false,3
20894,4304,第4話,40,4,見知らぬ地へ,20654,published,false,4
21095,4304,第5話,50,5,イタリカ攻防戦,20894,published,false,5
21230,4304,第6話,60,6,戦女神の騎行,21095,published,false,6
21605,4304,第7話,70,7,皇女の決断,21230,published,false,7
21977,4304,第8話,80,8,門の向こうのニホン,21605,published,false,8
22131,4304,第9話,90,9,箱根山中夜戦,21977,published,false,9
22307,4304,第10話,100,10,絶望と希望,22131,published,false,10
22581,4304,第11話,110,11,来訪者,22307,published,false,11
22896,4304,第12話,120,12,伊丹なら,22581,published,false,12
6108,3184,"",1,,おおかみこどもの雨と雪,,published,false,
8076,4086,第1話,1,1,悲劇,,published,false,1
8453,4086,第2話,2,2,孵化,8076,published,false,2
8789,4086,第3話,3,3,白鳩,8453,published,false,3
9045,4086,第4話,4,4,晩餐,8789,published,false,4
9426,4086,第5話,5,5,残痕,9045,published,false,5
9636,4086,第6話,6,6,驟雨,9426,published,false,6
9894,4086,第7話,7,7,幽囚,9636,published,false,7
10354,4086,第8話,8,8,円環,9894,published,false,8
10435,4086,第9話,9,9,鳥籠,10354,published,false,9
10624,4086,第10話,10,10,青桐,10435,published,false,10
10824,4086,第11話,11,11,衝天,10624,published,false,11
10993,4086,第12話,12,12,喰種,10824,published,false,12
9647,3580,,1,,ハウルの動く城,,published,false,
5619,2349,#1,1,,叶え！私たちの夢――,,published,false,
5620,2349,#2,2,,アイドルをはじめよう！,5619,published,false,
5621,2349,#3,3,,ファーストライブ,5620,published,false,
5622,2349,#4,4,,まきりんぱな,5621,published,false,
5623,2349,#5,5,,にこ襲来,5622,published,false,
5624,2349,#6,6,,センターは誰だ？,5623,published,false,
5625,2349,#7,7,,エリーチカ,5624,published,false,
5626,2349,#8,8,,やりたいことは,5625,published,false,
5627,2349,#9,9,,ワンダーゾーン,5626,published,false,
5628,2349,#10,10,,先輩禁止！,5627,published,false,
5629,2349,#11,11,,最高のライブ,5628,published,false,
5630,2349,#12,12,,ともだち,5629,published,false,
5631,2349,#13,13,,μ'sミュージックスタート！,5630,published,false,
4925,751,STAGE 1,1,,魔神 が 生まれた 日,,published,false,
4926,751,STAGE 2,2,,覚醒 の 白き 騎士,4925,published,false,
4927,751,STAGE 3,3,,偽り の クラス メイト,4926,published,false,
4928,751,STAGE 4,4,,その 名 は ゼロ,4927,published,false,
4929,751,STAGE 5,5,,皇女 と 魔女,4928,published,false,
4930,751,STAGE 6,6,,奪われた 仮面,4929,published,false,
4931,751,STAGE 7,7,,コーネリア を 撃て,4930,published,false,
4932,751,STAGE 8,8,,黒 の 騎士団,4931,published,false,
4933,751,STAGE 8.5,9,,仮面 の 軌跡,4932,published,false,
4934,751,STAGE 9,10,,リ フ レ イ ン,4933,published,false,
4935,751,STAGE 10,11,,紅蓮 舞う,4934,published,false,
4936,751,STAGE 11,12,,ナリタ 攻防戦,4935,published,false,
4937,751,STAGE 12,13,,キョウト から の 使者,4936,published,false,
4938,751,STAGE 13,14,,シャーリー と 銃口,4937,published,false,
4939,751,STAGE 14,15,,ギアス 対 ギアス,4938,published,false,
4940,751,STAGE 15,16,,喝采 の マオ,4939,published,false,
4941,751,STAGE 16,17,,囚われ の ナナリー,4940,published,false,
4942,751,STAGE 17,18,,騎 士,4941,published,false,
4943,751,STAGE 17.5,19,,仮面 の 真実,4942,published,false,
4944,751,STAGE 18,20,,枢木スザク に 命じる,4943,published,false,
4945,751,STAGE 19,21,,神 の 島,4944,published,false,
4946,751,STAGE 20,22,,キュウシュウ 戦役,4945,published,false,
4947,751,STAGE 21,23,,学 園 祭 宣 言 !,4946,published,false,
4948,751,STAGE 22,24,,血染め の ユフィ,4947,published,false,
4949,751,STAGE 23,25,,せめて哀しみとともに,4948,published,false,
4950,751,STAGE 24,26,,崩落 の ステージ,4949,published,false,
4951,751,STAGE 25,27,,ゼ ロ,4950,published,false,
7869,3218,"",1,,風の谷のナウシカ,,published,false,
7138,3181,,1,,ヱヴァンゲリヲン 新劇場版：破,,published,false,
14034,4170,第1話,10,1,お客が来ない！,,published,false,1
14121,4170,第2話,20,2,時間がない！,14034,published,false,2
14221,4170,第3話,30,3,テコ入れが効かない！,14121,published,false,3
14312,4170,第4話,40,4,秘書が使えない！,14221,published,false,4
14406,4170,第5話,50,5,お金が足りない！,14312,published,false,5
14488,4170,第6話,60,6,人手が足りない！,14406,published,false,6
14587,4170,第7話,70,7,プールが危ない！,14488,published,false,7
14689,4170,第8話,80,8,恋心が届かない！,14587,published,false,8
14832,4170,第9話,90,9,チームワークが生まれない！,14689,published,false,9
14986,4170,第10話,100,10,もう打つ手がない！,14832,published,false,10
15130,4170,第11話,110,11,これでもう心配ない！,14986,published,false,11
15284,4170,第12話,120,12,未来は誰にもわからない！,15130,published,false,12
15411,4170,第13話,130,13,PVがつまらない！,15284,published,false,13
21226,4170,第14話,140,,のんびりしている暇がない！,15411,published,false,
6730,1558,第壹話,1,,つばさファミリー 其ノ壹,,published,false,
6731,1558,第貳話,2,,つばさファミリー 其ノ貳,6730,published,false,
6732,1558,第參話,3,,つばさファミリー 其ノ參,6731,published,false,
6733,1558,第肆話,4,,つばさファミリー 其ノ肆,6732,published,false,
74725,4620,第1話,10,1,1年2組 坂本君／ビー・クワイエット,,published,true,1
74850,4620,第2話,20,2,守られるより守りたい／今日から使える恋愛心理術,74725,published,true,2
74940,4620,第3話,30,3,パシリスト坂本／恋のかくれんぼ,74850,published,true,3
75050,4620,第4話,40,4,坂本はすけべですか？／授業風景オムニバス／坂本が消えた夏,74940,published,true,4
75279,4620,第5話,50,5,ソフトボール投げ／カリスマヤンキー8823先輩／健康管理,75050,published,true,5
75387,4620,第6話,60,6,下校のルール／カメラ越しの恋／食堂マーケティング,75279,published,true,6
75505,4620,第7話,70,7,やはり坂本はすけべですか？／瀬良のフランス革命,75387,published,true,7
75598,4620,第8話,80,8,文化祭はグルーミー,75505,published,true,8
75694,4620,第9話,90,9,坂本君と私の出会い／一番近くて遠い人,75598,published,true,9
75860,4620,第10話,100,10,魔王／足りないもの,75694,published,true,10
75960,4620,第11話,110,11,ぬくもりはいらない／1-2メモリーズ,75860,published,true,11
76040,4620,第12話,120,12,さよなら坂本君,75960,published,true,12
63361,4554,File.01,10,1,回収屋,,published,false,1
66395,4554,File.02,20,2,ルーザー,63361,published,true,2
68153,4554,File.03,30,3,ナンバーズを追え,66395,published,true,3
68809,4554,File.04,40,4,八十神湖に潜む謎,68153,published,true,4
69576,4554,File.05,50,5,亡者の可能性,68809,published,true,5
71842,4554,File.06,60,6,アフリカの風,69576,published,true,6
73040,4554,File.07,70,7,過去からの呼び声,71842,published,true,7
73171,4554,File.08,80,8,虚無に落ちた島,73040,published,true,8
73276,4554,File.09,90,9,アドラステアの鍵,73171,published,true,9
73454,4554,File.10,100,10,蘇る悪夢,73276,published,true,10
73544,4554,File.11,110,11,消えたジェネシス,73454,published,true,11
73903,4554,File.12,120,12,辿りついた未来,73544,published,true,12
77143,4554,SHORT TRACK,130,,ロボットは銭湯の夢を見るか,73903,published,false,""
5030,3996,#1,1,1,もう一度ラブライブ！,,published,false,1
5138,3996,#2,2,2,優勝をめざして,5030,published,false,2
5295,3996,#3,3,3,ユメノトビラ,5138,published,false,3
5388,3996,#4,4,4,宇宙No.1アイドル,5295,published,false,4
5503,3996,#5,5,5,新しいわたし,5388,published,false,5
5602,3996,#6,6,6,ハッピーハロウィーン,5503,published,false,6
5667,3996,#7,7,7,なんとかしなきゃ！,5602,published,false,7
5758,3996,#8,8,8,私の望み,5667,published,false,8
5892,3996,#9,9,9,心のメロディ,5758,published,false,9
5893,3996,#10,10,10,μ's,5892,published,false,10
6462,3996,#11,11,11,私たちが決めたこと,5893,published,false,11
7149,3996,#12,12,12,ラストライブ,6462,published,false,12
7751,3996,#13,13,13,叶え！みんなの夢――,7149,published,false,13
7266,2459,1品目,1,,ワグナリアへようこそ♪小鳥遊、働く。,,published,false,
7267,2459,2品目,2,,伊波、男性恐怖症。だって怖いんだもん…,7266,published,false,
7268,2459,3品目,3,,八千代と杏子と佐藤…と、帰ってきた音尾さん,7267,published,false,
7269,2459,4品目,4,,相馬、さわやか すぎる青年,7268,published,false,
7270,2459,5品目,5,,ある風邪の日に…、いつもと違うワグナリア,7269,published,false,
7271,2459,6品目,6,,宗太の憂鬱、小鳥遊家の女達,7270,published,false,
7272,2459,7品目,7,,久しぶりの音尾と、新しいバイト=山田(!?),7271,published,false,
7273,2459,8品目,8,,伊波、はじめて?のお・で・か・け!,7272,published,false,
7274,2459,9品目,9,,ことりちゃん登場!!,7273,published,false,
7275,2459,10品目,10,,疑惑の真相…、なずな働く。,7274,published,false,
7276,2459,11品目,11,,あの頃の二人、八千代と佐藤。と、ようこそ小鳥遊家へ,7275,published,false,
7277,2459,12品目,12,,なぜか!?の決戦前夜。種島の恩返し,7276,published,false,
7278,2459,13品目,13,,"デートと言う名の""決戦""、小鳥遊と伊波のそれから…",7277,published,false,
64571,4544,第1話,10,1,ギャルな女の子って本当ですか？,,published,true,1
65462,4544,第2話,20,2,お嬢様って本当ですか？,64571,published,true,2
67189,4544,第3話,30,3,オタクな女の子って本当ですか？,65462,published,true,3
68305,4544,第4話,40,4,声が出ちゃうって本当ですか？,67189,published,true,4
69498,4544,第5話,50,5,おねーちゃんって本当ですか？,68305,published,true,5
71514,4544,第6話,60,6,下着はハズいって本当ですか？,69498,published,true,6
72996,4544,第7話,70,7,プールと少年って本当ですか？,71514,published,true,7
73127,4544,第8話,80,8,ヒドい寝ぐせって本当ですか？,72996,published,true,8
