id,work_id,file_name,location,created_at,updated_at
1,304,cover-image-1.jpg,長野県大町市 木崎湖,2014-09-06 15:00:00 UTC,2014-09-06 15:00:00 UTC
2,379,cover-image-2.jpg,広島県尾道市,2014-09-06 15:00:00 UTC,2014-09-06 15:00:00 UTC
3,303,cover-image-3.jpg,長野県大町市 木崎湖,2014-09-06 15:00:00 UTC,2014-09-06 15:00:00 UTC
4,668,cover-image-4.jpg,滋賀県豊郷町 豊郷小学校旧校舎,2014-09-06 15:00:00 UTC,2014-09-06 15:00:00 UTC
5,668,cover-image-5.jpg,滋賀県豊郷町 豊郷小学校旧校舎,2014-09-06 15:00:00 UTC,2014-09-06 15:00:00 UTC
6,2815,cover-image-6.jpg,広島県竹原市 日の丸写真館,2014-09-06 15:00:00 UTC,2014-09-06 15:00:00 UTC
7,1201,cover-image-7.jpg,広島県竹原市 賀茂川河口,2014-09-06 15:00:00 UTC,2014-09-06 15:00:00 UTC
